main_ID	accepted name only from POWO or WCSP (not used in Singapore literature)	type var./subsp.	non-type var./subsp.	Species with infraspecific taxa	In Mockup 7Sep2020	Excluded	Parenthetical authors	Infraspecific taxon	Issues with Full Names with Authors	XinYi	Reuben	Full Names with Authors	name_ID	Leipzig Cat. Vasc. Pl. (1)	Leipzig Cat. Vasc. Pl. (2)	Accepted data source (for Full Name & Author(s))	IPNI	Priority	DJM to check before IPNI	Corrections for Kew	Notes for Kew	Temp_Basionym info for IPNI	IPNI_url	Conflicting Names Data	Issues to resolve (137)	FoS	FoS manuscripts received (author)	Full Name without Authors	Division	Class	Order	Family (Current)	Native	Excluded (Reason)	status_as_sp	status_synrefs_ID	status_synrefs_ID_Ref	status_synrefs_ID_IDandRef	Recent status changes still to reflect in synrefs (& update in FoS manuscripts)	Old status_synrefs_IDandRef(Nov2021)	Very old status_synrefs_IDandRef(Sep2020)	Status in mockup 7 Sep2020	change since mockup	Status (2022)	match	Status in Checklist ms as sent to Printer 4 April 2022	Order in Checklist ms as sent to Printer 4 April 2022	Full status in Checklist ms as sent to Printer 4 April 2022	Status change reason	Historical Casuals	Stu_TempStatus	c. 480 Status changes 2009-2020	Reason for status change 2009-2020	c. 70 Status changes 2008-2009	Chong et al. (2009)	RDB (2008)	Cultivated	Habit	Hybrid	Synonyms in Synrefs	Notes (for admin.)	ys edits	ys refs	other contributor's edits	IPNI_ID	OLD_Selected Synonyms	OLD_Synonyms in synrefs	Status (2022) (COPY)	main_IDof infraspecific groups	stu27	type var./subsp.	non-type var./subsp.	sort	StuA	StuB
234					yes		no	no				Achyranthes aspera L.	54	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			"ok, but also says nom. cons.; why conserve a 1753 name?//It was a type conservation to prevent the type being carted off into a different genus"		https://www.ipni.org/n/2468-2	"The genus and type are conserved, the species not specifically so (but IPNI has nom. cons. after the name)"		yes		Achyranthes aspera	Spermatophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Uncertain			143	Chong et al. (2009)	143 - Chong et al. (2009)				"Cryptogenic (Chong et al., 2009)."	no	Cryptogenic	Yes	Cryptogenic	670	"Cryptogenic (Chong et al., 2009)."				x	reassessed as native		Weed of Uncertain Origin		no	herb		None					urn:lsid:ipni.org:names:2468-2		none	Cryptogenic						9	9
4964					yes		yes	no				Acmella ciliata (Kunth) Cass.	57	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/174534-1			yes		Acmella ciliata	Spermatophyta	Magnoliopsida	Asterales	Asteraceae	no			46207	assessed here	46207 - assessed here		151 - Beentje (in prep.)		Native; NE.	yes	Casual	Yes	Casual	1058	"Non-native, casual (assessed here)."												None					urn:lsid:ipni.org:names:174534-1		none	Casual						2	2
4965					yes		yes	no				Acmella paniculata (Wall. ex DC.) R.K.Jansen	58		"LCVP says ""Acmella paniculata (Wall. ex DC.) R.K.Jansen"" is a synonym of ""Spilanthes paniculata DC."" {note the basionym authors don't match}"	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/914780-1			yes		Acmella paniculata	Spermatophyta	Magnoliopsida	Asterales	Asteraceae	yes			45698	assessed here	45698 - assessed here				Native; NE.	yes	Extinct	Yes	Extinct	1059	Native; NEx (assessed here).	No recent collections known											None					urn:lsid:ipni.org:names:914780-1		none	Extinct						3	7
554					yes		yes	no				Acmella uliginosa (Sw.) Cass.	59	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/174556-1			yes	Beentje	Acmella uliginosa	Spermatophyta	Magnoliopsida	Asterales	Asteraceae	no			45828	assessed here	45828 - assessed here			153 - Chong et al. (2009)	"Cryptogenic (Chong et al., 2009)."	yes	Naturalised	Yes	Naturalised	1060	"Non-native, naturalised (assessed here)."	reassessed as naturalised		reassessed as native	x			Weed of Uncertain Origin		yes	herb		Spilanthes acmella (L.) L.; Spilanthes iabadicensis A.H.Moore					urn:lsid:ipni.org:names:174556-1	Spilanthes acmella auct. non (L.) Murr.; Spilanthes acmella var. uliginosa (Sw.) Baker; Spilanthes iabadicensis A.H.Moore	Spilanthes acmella (L.) L.; Spilanthes iabadicensis A.H.Moore	Naturalised						9	11
3123					no		yes	no				Acoelorraphe wrightii (Griseb. & H.Wendl.) H.Wendl. ex Becc.	61		Name and/or authors not accepted by LCVP	IPNI (= POWO)	x	2			n/a	Copernicia wrightii Griseb. & H.Wendl. -- urn:lsid:ipni.org:names:64999-2	https://www.ipni.org/n/663912-1					Acoelorraphe wrightii	Spermatophyta	Magnoliopsida	Arecales	Arecaceae	no			159	Chong et al. (2009)	159 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		None					urn:lsid:ipni.org:names:663912-1		none	Cultivated Only						1	1
4793					no		no	no				Acorus calamus L.	62	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/84009-1					Acorus calamus	Spermatophyta	Magnoliopsida	Acorales	Acoraceae	no			58199	Keng et al. (1998)	160 - Keng et al. (1998)				Not in mockup (because Cultivated Only)	n/a	Casual*	Yes	Casual*	659	"Non-native, casual* (assessed here)."			Formerly cultivated									None					urn:lsid:ipni.org:names:84009-1		none	Cultivated Only						3	3
2787					no		no	no				Acorus gramineus Aiton	63	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/84019-1					Acorus gramineus	Spermatophyta	Magnoliopsida	Acorales	Acoraceae	no			162	Chong et al. (2009)	162 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes			Absent from Checklist ms because Cultivated Only							Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:84019-1		none	Cultivated Only						2	2
1731					yes		yes	no				Acriopsis liliifolia (J.Koenig) Ormerod	66		LCVP says authors are (J.Koenig) Seidenf.	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/983187-1			yes		Acriopsis liliifolia	Spermatophyta	Magnoliopsida	Asparagales	Orchidaceae	n/a			175					175 - Yam (2013)	"Native; CR (Yam, 2013)."	no	Critically Endangered	Yes	Critically Endangered	2617	"Native; CR (Yam, 2013)."							Critically Endangered	Critically Endangered	no	epiphyte		Acriopsis javanica Reinw. ex Blume					urn:lsid:ipni.org:names:983187-1	Acriopsis javanica Reinw. ex Blume	Acriopsis javanica Reinw. ex Blume	n/a	1731	x			placeholder species name	8	19
1732					yes		no	no				Acriopsis ridleyi Hook.f.	67	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/614857-1			yes		Acriopsis ridleyi	Spermatophyta	Magnoliopsida	Asparagales	Orchidaceae	yes			186	Leong et al. (2018)	186 - Leong et al. (2018)				"Native; CR (Leong et al., 2018)."	no	Critically Endangered	Yes	Critically Endangered	2618	"Native; CR (Leong et al., 2018)."			Rediscovered (see Nat. Sing. 2018)	x			Extinct	Nationally Extinct	no	epiphyte		None					urn:lsid:ipni.org:names:614857-1		none	Critically Endangered						19	19
997					yes		yes	no				Acroceras munroanum (Balansa) Henrard	69	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/384521-1			yes		Acroceras munroanum	Spermatophyta	Magnoliopsida	Poales	Poaceae	yes			196	Veldkamp et al. (2019)	196 - Veldkamp et al. (2019)				"Native; EX (Veldkamp et al., 2019)."	no	Extinct	Yes	Extinct	3037	"Native; NEx (Veldkamp et al., 2019)."				x			Casual		no	herb		Acroceras crassiapiculatum (Merr.) Alston; Panicum oryzoides Sw. var. A					urn:lsid:ipni.org:names:384521-1		Acroceras crassiapiculatum (Merr.) Alston; Panicum oryzoides Sw. var. A Ridl.	Extinct						9	11
998					yes		yes	no			CR > CR doubtful; is this correct?	Acroceras tonkinense (Balansa) C.E.Hubb. ex Bor	72	ok	Name and authors accepted by LCVP	FoS (= POWO)		1		IMT	"IPNI says ""in"" Bor"		https://www.ipni.org/n/384532-1			yes		Acroceras tonkinense	Spermatophyta	Magnoliopsida	Poales	Poaceae	yes			206	Veldkamp et al. (2019)	206 - Veldkamp et al. (2019)				"Native; CR (Veldkamp et al., 2019)."	no	Critically Endangered	Yes	Critically Endangered	3038	"Native; CR (Veldkamp et al., 2019)."												Acroceras ridleyi (Hack) Stapf ex Ridl.; Acroceras sparsum Stapf ex Ridl.; Panicum latifolium auct. non L.					urn:lsid:ipni.org:names:384532-1		Acroceras ridleyi (Hack) Stapf ex Ridl.; Acroceras sparsum Stapf ex Ridl.; Panicum latifolium auct. non L.; Panicum oryzoides Sw. var. majus (Hook.f.) Hook.f.	Critically Endangered						7	10
4533					yes		yes	no				Acrolejeunea fertilis (Reinw. et al.) Schiffn.	73	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acrolejeunea fertilis	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	34	Native; NE.												Ptychocoleus fertilis (Reinw. et al.) Trevis.; Ptychocoleus wichurae (Schiffn.) Steph.					n/a (Bryo)	Ptychocoleus fertilis (Reinw. et al.) Trevis.; Ptychocoleus wichurae (Schiffn.) Steph.	Ptychocoleus fertilis (Reinw. et al.) Trevis.; Ptychocoleus wichurae (Schiffn.) Steph.	Not Evaluated						6	10
4534				x	yes		yes	no				Acrolejeunea pycnoclada (Taylor) Schiffn.	74	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acrolejeunea pycnoclada	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	n/a			NA						Native; NE.	yes	n/a	Yes	placeholder name	35	placeholder name												Ptychocoleus pycnocladus (Taylor) Steph.					n/a (Bryo)	Ptychocoleus pycnocladus (Taylor) Steph.	Ptychocoleus pycnocladus (Taylor) Steph.	n/a	4534	x			placeholder species name	3	5
4534.1		x		x	yes		yes	subsp.				Acrolejeunea pycnoclada (Taylor) Schiffn. subsp. pycnoclada	75	n/a	n/a	(Bryo - autonym)		1			n/a		n/a (Bryo)			yes		Acrolejeunea pycnoclada subsp. pycnoclada	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	36	Native; NE.												None					n/a (Bryo)		none	Not Evaluated	4534.1	x	x		x	1	1
4535				x	yes		yes	no				Acrolejeunea securifolia (Nees) Steph.	76	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acrolejeunea securifolia	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	n/a			NA						Native; NE.	yes	n/a	Yes	placeholder name	37	placeholder name												None					n/a (Bryo)		none	n/a	4535	x			placeholder species name	1	1
4535.2			x	x	yes		yes	subsp.				Acrolejeunea securifolia (Nees) Steph. subsp. hartmannii (Steph.) Gradst.	77	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acrolejeunea securifolia subsp. hartmannii	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	38	Native; NE.												None					n/a (Bryo)		none	Not Evaluated	4535.2	x		x	x	1	1
4591					yes		yes	no				Acromastigum echinatum (Gottsche) A.Evans	78	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acromastigum echinatum	Marchantiophyta	Jungermanniopsida	Porellales	Lepidoziaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	99	Native; NE.												Bazzania echinata (Gottsche) Trevis.; Mastigobryum echinatum Gottsche					n/a (Bryo)		Bazzania echinata (Gottsche) Trevis.; Mastigobryum echinatum Gottsche	Not Evaluated						4	8
4592					yes		yes	no				Acromastigum inaequilaterum (Lehm. & Lindenb.) A.Evans	79	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acromastigum inaequilaterum	Marchantiophyta	Jungermanniopsida	Porellales	Lepidoziaceae	yes			228	Wong et al. (2013)	228 - Wong et al. (2013)				"Native; DD (Wong et al., 2013)."	no	Data Deficient	Yes	Data Deficient	100	"Native; DD (Wong et al., 2013)."												None					n/a (Bryo)		none	Data Deficient						7	7
4489				x	yes		yes	no				Acroporium convolutum (Sande Lac.) M.Fleisch.	83	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acroporium convolutum	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	n/a			NA						Native; NE.	yes	n/a	Yes	placeholder name	314	placeholder name												None					n/a (Bryo)		none	n/a	4489	x			placeholder species name	5	5
4489.1		x		x	yes		yes	var.				Acroporium convolutum (Sande Lac.) M.Fleisch. var. convolutum	84	n/a	n/a	(Bryo - autonym)		1			n/a		n/a (Bryo)			yes		Acroporium convolutum var. convolutum	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	315	Native; NE.												None					n/a (Bryo)		none	Not Evaluated	4489.1	x	x		x	1	1
4489.2			x	x	no	Excluded	yes	var.				Acroporium convolutum (Sande Lac.) M.Fleisch. var. elatum (Dixon) B.C.Tan	85	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)					Acroporium convolutum var. elatum	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	no	"Erroneously included for Singapore by Yong et al., Rev. Moss Checkl. Penins. Malaysia Singapore (2013) 7. Source literature do not have this record for Singapore."		NA						Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms													None					n/a (Bryo)		none	Excluded	4489.2	x		x	x	1	1
4490					yes		yes	no				Acroporium microcladon (Dozy & Molk.) B.C.Tan	86	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acroporium microcladon	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	yes			45667	assessed here	45667 - assessed here				Native; NE.	yes	Extinct	Yes	Extinct	316	Native; NEx (assessed here).	last collected 1909											"Rhaphidostegium microcladon (Dozy & Molk.) Broth., nom. illeg. hom.; Sematophyllum microcladiellum M.Fleisch."					n/a (Bryo)		"Rhaphidostegium microcladon (Dozy & Molk.) Broth., nom. illeg. hom.; Sematophyllum microcladiellum M.Fleisch."	Extinct						3	7
4491					yes		yes	no				Acroporium rufum (Reinw. & Hornsch.) M.Fleisch.	87	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acroporium rufum	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	317	Native; NE.												None					n/a (Bryo)		none	Not Evaluated						4	4
4492				x	yes		yes	no				Acroporium secundum (Reinw. & Hornsch.) M.Fleisch.	88	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Acroporium secundum	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	n/a			NA						Native; NE.	yes	n/a	Yes	placeholder name	318	placeholder name												None					n/a (Bryo)		none	n/a	4492	x			placeholder species name	4	4
4492.1		x		x	yes		yes	var.				Acroporium secundum (Reinw. & Hornsch.) M.Fleisch. var. secundum	89	n/a	n/a	(Bryo - autonym)		1			n/a		n/a (Bryo)			yes		Acroporium secundum var. secundum	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	yes			0						Native; NE.	no	Not Evaluated	Yes	Not Evaluated	319	Native; NE.												None					n/a (Bryo)		none	Not Evaluated	4492.1	x	x		x	1	1
5037					no	Excluded	yes	no				Acrosorus streptophyllus (Baker) Copel.	90	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/17367500-1					Acrosorus streptophyllus	Monilophyta	Polypodiopsida	Polypodiales	Polypodiaceae	no	"Two collections (Murton 80, Serangoon, Sep. 1878 (K, SING); Henderson, 1 Apr. 1930 (MICH)) said to occur on old trees in Singapore (""trees on Serangoon Road"" (Ridley, 1900); ""mangrove swamps at Serangoon"" (Ridley (1926)) but Holttum (1954, 1967) and Parris (1986) consider these wrongly localised as all other collections in the Malay Penisula are from over 1000 m. Van Alderwerelt (1908) cited Polypodium streptophyllum for Singapore without giving specimen details."		NA						Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms as synonym Polypodium streptophyllum Baker. The current name Acrosorus streptophyllus (Baker) Copel. has been used in the SL once where the author exludes the taxon.	This name in db is absent from Checklist ms													Polypodium streptophyllum Baker					urn:lsid:ipni.org:names:17367500-1	Polypodium streptophyllum Baker	Polypodium streptophyllum Baker	Excluded						1	5
1					yes		no	no				Acrostichum aureum L.	91	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/319061-2			yes		Acrostichum aureum	Monilophyta	Polypodiopsida	Polypodiales	Pteridaceae	yes			264	Chong et al. (2009)	264 - Chong et al. (2009)				"Native; LC (Chong et al., 2009)."	no	Least Concern	Yes	Least Concern	524	"Native; LC (Chong et al., 2009)."							Common	"(not listed because ""Common"")"	no	herb		None					urn:lsid:ipni.org:names:319061-2		none	Least Concern						24	24
2					yes		no	no				Acrostichum speciosum Willd.	97	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/17007000-1			yes		Acrostichum speciosum	Monilophyta	Polypodiopsida	Polypodiales	Pteridaceae	yes			278	Chong et al. (2009)	278 - Chong et al. (2009)				"Native; LC (Chong et al., 2009)."	no	Least Concern	Yes	Least Concern	525	"Native; LC (Chong et al., 2009)."							Common	"(not listed because ""Common"")"	no	herb		None					urn:lsid:ipni.org:names:17007000-1		none	Least Concern						17	17
5283					no	Excluded	no	no	DJM			Acrotrema costatum Jack	98			IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/316447-1		are we accepting this as an accepted name in Singapore or misapplied or to be exluded?//No specimen evidence this species occurs in Singapore and unlikely given its known habitat preferences			Acrotrema costatum	Spermatophyta	Magnoliopsida	Dilleniales	Dilleniaceae	no	No specimen evidence it occurs in Singapore despite the 19th century literature records		0								Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms													None					urn:lsid:ipni.org:names:316447-1		none	Excluded						2	2
829					yes		yes	no		VU > CR		Actephila excelsa (Dalzell) Müll.Arg.	99	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/338003-1			yes		Actephila excelsa	Spermatophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	yes			55629	Chong et al. (2009)	290 - Chong et al. (2009)	x			"Native; VU (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	2917	Native; CR (assessed here).	Estimated fewer than 50 mature plants											Actephila excelsa (Dalzell) Müll.Arg. var. javanica (Miq.) Pax & K.Hoffm.; Actephila javanica Miq.					urn:lsid:ipni.org:names:338003-1	Actephila excelsa (Dalzell) Müll.Arg. var. javanica (Miq.) Pax & K.Hoffm.	Actephila javanica Miq.	Critically Endangered						5	20
1193					yes		yes	no				Actinodaphne glomerata (Blume) Nees	102	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/462253-1			yes		Actinodaphne glomerata	Spermatophyta	Magnoliopsida	Laurales	Lauraceae	yes			299	Chong et al. (2009)	299 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	2039	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	no	tree		None					urn:lsid:ipni.org:names:462253-1		none	Critically Endangered						15	15
1194					no		no	no				Actinodaphne maingayi Hook.f.	105		LCVP says Actinodaphne maingayi Hook.f. is a synonym of Actinodaphne macrophylla (Blume) Nees	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/462284-1	POWO says Actinodaphne maingayi Hook.f. is a synonym of Actinodaphne macrophylla (Blume) Nees but our database implies they are not synonyms and that the name Actinodaphne macrophylla has been misapplied to Actinodaphne maingayi .		yes		Actinodaphne maingayi	Spermatophyta	Magnoliopsida	Laurales	Lauraceae	yes			45607	assessed here	45607 - assessed here			313 - Wong et al. (2013)	"Native; EX (Wong et al., 2013)."	yes	Critically Endangered	Yes	Critically Endangered	2040	Native; CR (assessed here).	Known from one recent collection		x	x	Rediscovered		Extinct	Nationally Extinct	no	tree		Actinodaphne macrophylla auct. non (Blume) Nees	"Status changed from Extinct to Rediscovered based on the results of Chong et al. 2012 who confirmed that at least one new specimen has been collected between 22 Sep 2006 and 13 Apr 2010. // Chong et al., Biodivers. Conserv. 21: 2589-2599 (2012)"				urn:lsid:ipni.org:names:462284-1	Actinodaphne macrophylla auct.	Actinodaphne macrophylla auct. non (Blume) Nees	Critically Endangered						6	18
1195					yes		no	no				Actinodaphne malaccensis Hook.f.	106	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/462286-1			yes		Actinodaphne malaccensis	Spermatophyta	Magnoliopsida	Laurales	Lauraceae	yes			327	Wong et al. (2013)	327 - Wong et al. (2013)				"Native; EN (Wong et al., 2013)."	no	Endangered	Yes	Endangered	2041	"Native; EN (Wong et al., 2013)."							Endangered	Endangered	no	tree		Actinodaphne hullettii Gamble					urn:lsid:ipni.org:names:462286-1		none	Endangered						18	24
1196					yes		no	no			EN > CR?	Actinodaphne pruinosa Nees	107	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/462315-1			yes		Actinodaphne pruinosa	Spermatophyta	Magnoliopsida	Laurales	Lauraceae	yes			339	Wong et al. (2013)	339 - Wong et al. (2013)				"Native; EN (Wong et al., 2013)."	no	Endangered	Yes	Endangered	2042	"Native; EN (Wong et al., 2013)."							Endangered	Endangered	no	tree		None					urn:lsid:ipni.org:names:462315-1		none	Endangered						17	17
3446					no		yes	no				Actinorhytis calapparia (Blume) H.Wendl. & Drude ex Scheff.	108	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2		RG	POWO uses the wrong IPNI id		https://www.ipni.org/n/77209561-1					Actinorhytis calapparia	Spermatophyta	Magnoliopsida	Arecales	Arecaceae	no			350	Chong et al. (2009)	350 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:77209561-1		none	Cultivated Only						1	1
724					yes		yes	no				Actinoscirpus grossus (L.f.) Goetgh. & D.A.Simpson	109	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/962435-1			yes		Actinoscirpus grossus	Spermatophyta	Magnoliopsida	Poales	Cyperaceae	yes			45603	assessed here	45603 - assessed here			352 - Simpson (2019)	"Native; EX (Simpson, 2019)."	yes	Critically Endangered	Yes	Critically Endangered	1406	Native; CR (assessed here).	Known from one recent collection			x			Common	(not listed because considered naturalised)	no	herb		Scirpus grossus L.f.					urn:lsid:ipni.org:names:962435-1	Scirpus grossus L.f.	Scirpus grossus L.f.	Critically Endangered						4	12
144					yes		yes	no				Actinostachys digitata (L.) Wall.	110		LCVP says authors are (L.) Wall. ex C.F.Reed	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/17008260-1			yes		Actinostachys digitata	Monilophyta	Polypodiopsida	Schizaeales	Schizaeaceae	yes			30259	Wong et al. (2013)	30259 - Wong et al. (2013)				"Native; EN (Wong et al., 2013)."	no	Endangered	Yes	Endangered	556	"Native; EN (Wong et al., 2013)."							Endangered (as Schizaea digitata)	Endangered	no	herb		Schizaea digitata (L.) Sw.					urn:lsid:ipni.org:names:17008260-1	Schizaea digitata (L.) Wall. ex J.Sm.	Schizaea digitata (L.) Sw.	Endangered						2	24
145					yes		yes	no				Actinostachys wagneri (Selling) C.F.Reed	111	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/17367810-1			yes		Actinostachys wagneri	Monilophyta	Polypodiopsida	Schizaeales	Schizaeaceae	yes			30274	Chong et al. (2009)	30274 - Chong et al. (2009)				"Native; EX (Chong et al., 2009)."	no	Extinct	Yes	Extinct	557	Native; NEx (assessed here).			"Only 2 specimens at SING, the last collected 1909."				Extinct (as Schizaea wagneri)	Nationally Extinct	no	herb		Schizaea wagneri Selling					urn:lsid:ipni.org:names:17367810-1	Schizaea wagneri Selling	Schizaea wagneri Selling	Extinct						1	12
3447					no		no	no				Adansonia digitata L.	112	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/558628-1					Adansonia digitata	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	no			356	Chong et al. (2009)	356 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:558628-1		none	Cultivated Only						2	2
1251				x	yes		no	no				Adenanthera malayana Kosterm.	114	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/472161-1			yes		Adenanthera malayana	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			NA					362 - Wong et al. (2013)	"Native; VU (Wong et al., 2013)."	no	n/a	Yes	placeholder name	1723	placeholder name							Vulnerable	Vulnerable	no	tree		Adenanthera bicolor auct. non Moon					urn:lsid:ipni.org:names:472161-1	Adenanthera bicolor auct. non Moon	Adenanthera bicolor auct. non Moon	n/a	1251	x			placeholder species name	13	20
1251.1		x		x	no		no	subsp.				Adenanthera malayana Kosterm. subsp. malayana	115	ok	Name and authors accepted by LCVP	n/a (autonym)		1			n/a		n/a (autonym)					Adenanthera malayana subsp. malayana	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			55789	Wong et al. (2013)	362 - Wong et al. (2013)	x					Endangered	Yes	Endangered	1724	Native; EN (assessed here).	estimated 50-250 mature individuals							Vulnerable	no	tree		None					n/a (autonym)		none	Endangered	1251.1	x	x		x	2	2
1252					yes		no	no				Adenanthera pavonina L.	116	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/317691-2			yes		Adenanthera pavonina	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	no			372	Chong et al. (2009)	372 - Chong et al. (2009)				"Non-native; naturalised (Chong et al., 2009)."	no	Naturalised	Yes	Naturalised	1725	"Non-native, naturalised (Chong et al., 2009)."							Naturalised		yes	tree		None					urn:lsid:ipni.org:names:317691-2		none	Naturalised						24	24
4808					yes		yes	no			EN > CR	Adenia cordifolia (Blume) Engl.	117	ok	Name and authors accepted by LCVP	FoSms (= IPNI)	x	1		RG	POWO uses the wrong IPNI id.		https://www.ipni.org/n/674065-1			yes	de Wilde & Duyfjes	Adenia cordifolia	Spermatophyta	Magnoliopsida	Malpighiales	Passifloraceae	yes			46412	assessed here	46412 - assessed here		383 - De Wilde & Duyfjes (in prep.)		"Native; EN (De Wilde & Duyfjes, in prep.)."	no	Endangered	Yes	Endangered	2883	Native; EN (assessed here).												Modecca populifolia auct. non Blume					urn:lsid:ipni.org:names:674065-1		Modecca populifolia auct. non Blume	Endangered						2	3
