Name.auth,Dispersal,Pollination,Fruit type by Corlett,Fruit Colour,Fruit type,Fruit Shape,Pericarp,Dehiscence,Fruit Description,Aril,Seed Shape,Seed Colour,Fruit Length (cm) min,Fruit Width (cm) min,No. Seed min,Seed Length (mm) min,Seed width (mm) min,Fruit Length (cm) max,Fruit Width (cm) max,No. Seed max,Seed Length (mm) max,Seed width (mm) max,Fruit Length (cm) mean,Fruit Width (cm) mean,No. Seed mean,Seed Length (mm) mean,Seed width (mm) mean
Xylopia fusca Maing. ex Hook.f. & Thoms.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,reddish-brown,carpel?,oblong-cylindric,NA,NA,NA,NA,globular,NA,3.048,NA,3,NA,NA,3.302,NA,4,NA,NA,NA,1.016,NA,NA,NA
Pinanga pectinata Becc.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,purple-black,drupe,elliptic,pulpy-fibrous,NA,NA,NA,elliptic,NA,1.27,NA,NA,NA,NA,1.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordia dichotoma G. Forst.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,"white, pale green, pink, orange or yellow",drupe,ovoid,NA,NA,bony endocarp and mucilagineous mesocarp,NA,NA,NA,1,0.5,NA,NA,NA,2.5,1.5,NA,NA,NA,NA,NA,1,NA,NA
Santiria apiculata Benn.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupaceous,globose or ellipsoid,NA,NA,NA,NA,subglobular,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
Garcinia eugeniifolia Wall. ex T.Anderson,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,round,NA,n,thinly woody,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Elaeocarpus petiolatus (Jack) Wall,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dull dark blue,drupe,ovoid or ellipsoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,1,NA,NA
Alseodaphne nigrescens (Gamble) Kostermans,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,obovate-ellipsoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA
Beilschmiedia kunstleri Gamble,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,ovate,NA,NA,with bright red stalk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,NA,NA,NA
Beilschmiedia madang Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green turn dark blue,NA,oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,NA,NA,NA
Cinnamomum iners Reinw.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,black,drupe,ellipsoid,NA,NA,pulpy,NA,NA,NA,1.016,NA,NA,NA,NA,1.524,NA,NA,NA,NA,NA,1,NA,NA,NA
Cryptocarya caesia Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupaceous,globose,NA,NA,"enclosed in accrescent perianth-tube, rather fleshy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016,1,NA,NA,NA
Litsea firma Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,ovoid-oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,NA,NA
Litsea gracilipes Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green spotted white,NA,cylindric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,NA,NA
Litsea grandis Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,ovate-oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,NA,NA
Litsea myristicifolia (Wall. ex Nees) Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white,NA,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
Strychnos axillaris Colebr.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange or red,berry,oblique-ovoid or globular,NA,NA,orange pulp fleshy,NA,elliptic or orbicular,NA,1.5,0.75,NA,7.5,6,2,1.25,NA,15,10,NA,NA,NA,NA,NA
Memecylon lilacinum Z. & M.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,purplish to black,berry,depressed-globose,NA,NA,"pulpy or juicy, surface dull and roughened",NA,NA,NA,NA,0.8,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,1,NA,NA
Ficus deltoidea Jack,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to orange or red or dark purple,fake fruit (receptacle),"globose, ellipsoid, subovoid, oblongoid, fusiform, almost cylindrical",NA,NA,glabrous,NA,NA,NA,NA,0.4,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
Ficus grossularioides Burm. f. var. grossularioides,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to orange to brownish to red,fake fruit (receptacle),globose to ellipsoid to ovoid or to depressed-globose,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium conglomeratum var. conglomerata (Duthie) I.M.Turner,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,dark purplish red,berry,depressed globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,1,1.25,NA,NA,NA
Syzygium lineatum (DC.) Merr. & L. M. Perry,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,opaque white,berry,oblong ovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,1,NA,NA
Syzygium pauper (Ridl.) I. M. Turner,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA
Syzygium pseudocrenulatum (M. R. Hend.) I. M. Turner,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,depressed globose,NA,NA,NA,NA,NA,NA,NA,1.5,1,NA,NA,NA,1.75,2,NA,NA,1,NA,NA,NA,NA
Syzygium syzygioides (Miq.) Merr. & L.M. Perry,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,dark red to purple black,berry,globular or depressed globular,NA,NA,NA,NA,NA,NA,NA,0.8,1,NA,NA,NA,1.2,2,NA,NA,NA,NA,NA,NA,NA
Chionanthus ramiflorus Roxb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green turn black,drupaceous,ellipsoid,NA,NA,exocarp and mesocarp thin and fleshy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA
Pellacalyx saccardianus Scort.,water (fibrous endocarp or viviparous),insect,simple,greenish-yellow,berry,subglobose,NA,NA,glabrous,NA,ellipsoid,black,NA,NA,NA,1,NA,NA,NA,NA,1.5,NA,NA,1,NA,NA,NA
Canthium confertum Korth.,"ingestion (berries, drupes or aggregate fruits)",bird,simple,yellow-orange,drupe,obovoid,NA,NA,pyrenes obovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,NA,NA,NA
Morinda umbellata L.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange,fused as syncarps,"oblong, globose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016,NA,NA,NA
Lepisanthes senegalensis (Juss. ex Poir.) Leenh.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dark red to black,drupe,short-ellipsoid to globose,NA,NA,NA,n,ovoid to globose,shiny brown to black,0.8,0.5,NA,7,6,1.5,1.5,NA,8,7,NA,NA,NA,NA,NA
Trigonachras acuta (Hiern) Radlk.,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,red,loculicidal capsule,NA,hard-fleshy,y,"dehisce into 3 valves, fruit wall hard-fleshy",n,ellipsoid,black,4.5,2.25,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,15,10
Pouteria linggensis (Burck) Baehni,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,globose,NA,NA,NA,NA,NA,"semi-ovate, pyriform",dark shining brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016,NA,10.16,NA
Symplocos lucida (Thunb.) Siebold & Zucc.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ellipsoid,NA,NA,NA,NA,U-shaped,NA,0.5,0.4,NA,NA,NA,1.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA
Uvaria pauci-ovulata Hook. f. & Thoms.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,carpel,subglobose,NA,NA,"mucronate, tomentose",NA,NA,NA,NA,0.889,1,NA,NA,NA,1.27,2,NA,NA,NA,NA,NA,NA,NA
Dacryodes costata (A. W. Benn.) H. J. Lam,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ellipsoid,"thick, fleshy",NA,"glabrous, mesocarp membranous",NA,NA,NA,1.7,1,NA,NA,NA,2.2,1.2,NA,NA,NA,NA,NA,1,NA,NA
Santiria griffithii (Hook. f.) Engl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupaceous,obliquely globose,NA,NA,NA,NA,subglobular,NA,0.8,0.8,NA,NA,NA,1.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA
Trema angustifolia (Planch.) Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange/red,drupe,subglobose,NA,NA,fleshy exocarp,NA,NA,NA,NA,0.15,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Diospyros buxifolia (Blume) Hiern,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,oblong-ellipsoid,NA,NA,"flesh pulpy, glabrous",NA,oblong-ellipsoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.1,1,NA,NA
Fagraea acuminatissima Merr.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,ellipsoid to globular,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molineria latifolia var. latifolia (Dryand. ex W. T. Aiton) Herb. ex Kurz,NA,NA,simple,white to green,NA,ovoid,NA,NA,fleshy,NA,NA,NA,1,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durio griffithii (Mast.) Bakh.,"ingestion (berries, drupes or aggregate fruits)",mammal,dehiscent,scarlet,capsule,ellipsoid,NA,loculicidally,covered in short spines,orange,NA,black,NA,NA,3,12.7,NA,NA,NA,6,25.4,NA,7.62,NA,NA,NA,NA
Microcos blattaefolia (Corner) Rao,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange,drupe,pear-shaped,NA,NA,"fleshy or pulpy, glabrous or slightly hairy",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,1.8,1.1,NA,NA,NA
Sterculia macrophylla Vent.,others,insect,dehiscent,bright red,pod,NA,NA,y,woody,NA,oblong,purple-black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,NA,20,NA
Memecylon excelsum Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,purple,berry,oblong-elliptic,NA,NA,pulpy or juicy,NA,NA,purple,1.2,1,NA,NA,NA,1.9,1.2,NA,NA,NA,NA,NA,1,NA,NA
Memecylon pubescens (Cl.) King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dark blue to purple,berry,globose,NA,NA,pulpy or juicy,NA,NA,NA,NA,1,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,1,NA,NA
Aphanamixis polystachya (Wall.) Parker,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,yellow to pnk or red,capsule,NA,white latex,NA,glabrous,brownish red or orange oily,NA,dark brown or black,NA,2,1,17,NA,NA,4,3,22,NA,NA,NA,NA,NA,NA
Dysoxylum acutangulum Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,orange,capsule,subglobose to pyriform,"1 cm thick, latex white",NA,glabrous,small orange arilloid hilum,ellipsoid,NA,NA,5,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4,20,NA
Ficus microcarpa L. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,pink to dark purple,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
Adinandra dumosa Jack,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,NA,globose,NA,NA,glabrous,NA,NA,NA,NA,1,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA
Prunus grisea var. tomentosa (Blume ex Müll. Berol.) Kalkman |(Koord. & Valeton) Kalkman,"ingestion (berries, drupes or aggregate fruits)",insect,simple,whitish and red turning purple and black,drupe,transversely ellipsoid to subglobular,NA,NA,"exocarp almost glabrous, mesocarp thin",NA,NA,NA,0.7,0.8,NA,NA,NA,1.2,1.35,NA,NA,NA,NA,NA,NA,NA,NA
Glycosmis chlorosperma var. chlorosperma (Blume) Spreng.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white to pink/purplish,berry,globose,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leea aequata L.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red,berry,subglobose,NA,NA,NA,NA,NA,NA,NA,0.9,NA,4,4,NA,1.2,NA,6,6,NA,NA,6,NA,NA
Friesodielsia biglandulosa (Blume) Steenis,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow,carpel,oblong-ovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.905,NA,1,NA,NA
Polyalthia hypoleuca Hook. f. & Thoms.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,black,drupaceous carpel?,elliptic-oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,NA,NA,NA,NA
Alyxia pilosa Miq.,others,insect,simple,black or purple,drupe,ellipsoid,"thin, coloured",NA,"mespcarp thin, fleshy",NA,NA,NA,1.7,0.9,NA,15,10,3.7,1.4,NA,22.5,11.1,NA,NA,1,NA,NA
Aglaonema nitidum (Jack) Kunth,others,insect,simple,NA,drupe,NA,NA,NA,fleshy,NA,elliptic-oblong,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.905,NA,1,NA,NA
Calophyllum calaba var. bracteatum L. | (Wight) P. F. Stevens,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dark reddish brown (dry),drupe,globose,NA,NA,thick woody stone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,NA,NA
Calophyllum pulcherrimum Wall. ex Choisy,"ingestion (berries, drupes or aggregate fruits)",insect,simple,pale reddish brown (dry),drupe,ovoid-ellipsoid to almost globose,NA,NA,"thick woody stone, wall hard, thick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA
Diospyros clavigera C. B. Clarke,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,oblong,NA,NA,"flesh pulpy, shining, glabrous",NA,oblong,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,1.27,1.2,NA,NA,NA
Iodes ovalis Blume,NA,NA,simple,scarlet,drupe,inequally ovoid-compressed,NA,NA,"exocarp thin, fleshy",NA,NA,NA,1.5,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,1,NA,NA
Litsea accedens (Blume) Boerl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,NA,NA
Litsea cordata Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dark red then black,NA,oblong acute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.905,NA,1,NA,NA
Memecylon corticosum Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,NA,NA,NA,pulpy or juicy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Memecylon floridum Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green turn yellow to pinkish,berry,globose,NA,NA,pulpy or juicy,NA,NA,NA,NA,1,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,1,NA,NA
Memecylon fruticosum King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,globose-ovoid,NA,NA,pulpy or juicy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Memecylon lancifolium Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,NA,NA,NA,pulpy or juicy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Chisocheton macrophyllus King,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,orange-brown,capsule,NA,NA,NA,white within,NA,orange-segment-shaped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,45,NA
Chisocheton pauciflorus King,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,NA,capsule,ellipsoid,NA,NA,"rostrate, tomentose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Chisocheton sarawakanus (C.DC.) Harms,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,crimson,capsule,depressed-globose,sometimes with white latex,NA,NA,part aril,NA,dark brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA
Ficus superba Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white to pink to purple to blackish,fake fruit (receptacle),subglobose to subpyriform,NA,NA,"wrinkled, minutely puberulous to glabrous",NA,NA,NA,NA,0.8,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium cinereum (Kurz) Chantaran. & J.Parn.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,pink to almost black,berry,depressed oblong globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,1.5,1.2,NA,NA,NA
Syzygium duthieanum (King) Masam.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globular to slightly pyriform,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA
Syzygium ngadimaniana (M. R. Hend.) I. M. Turner,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,oblong obovoid,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA
Syzygium polyanthum (Wight) Walp.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,deep pink or dull scarlet to purple black,berry,globose to depressed globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1.2,NA,NA,NA
Prunus arborea (Blume) Kalkman,"ingestion (berries, drupes or aggregate fruits)",insect,simple,"green turning white, red turning purple or black",drupe,globular or subglobular to transversely ellipsoid or didymous,NA,NA,thinly fleshy,NA,NA,NA,0.5,0.7,NA,NA,NA,1.15,1.7,NA,NA,NA,NA,NA,NA,NA,NA
Ixora concinna Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red to black,drupe,NA,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixora congesta Roxb.,"ingestion (berries, drupes or aggregate fruits)",bird,simple,black,drupe,NA,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixora grandifolia var. grandifolia Zoll. & Moritzi,"ingestion (berries, drupes or aggregate fruits)",bird,simple,green turn red then black,drupe,ellipsoid,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA
Ixora lobbii King & Gamble,"ingestion (berries, drupes or aggregate fruits)",bird,simple,black,drupe,ellipsoid,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixora umbellata Valeton ex Koord. & Valeton,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red to black,drupe,NA,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadsura scandens Blume,others,insect,simple,red,berry,subglobose,NA,NA,"aggregate (40-93), sessile",NA,NA,"pyriform, discoid or reniform",0.3,0.65,1,4.5,4,2.2,1.75,2,10,11,NA,NA,NA,NA,NA
Turpinia sphaerocarpa Hassk.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,globose,NA,NA,fleshy,NA,NA,brown,0.05,0.5,1,2,2,0.3,1.8,7,9,9,NA,NA,NA,NA,NA
Madhuca decipiens Sinclair,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,1.27,NA,NA,NA
Madhuca kingiana (Brace ex King & Gamble) H. J. Lam,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,NA,ovoid,NA,NA,finely woolly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1.27,NA,NA,NA
Campnosperma squamatum Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green speckled white or dark green,drupe,subglobose,NA,NA,endocarp hard and woody,NA,NA,NA,1.2,1,NA,NA,NA,1.7,1.5,NA,NA,NA,NA,NA,2,NA,NA
Goniothalamus malayanus Hook. f. & Thoms.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,carpel,narrow oblong,NA,NA,NA,ovoid,black,NA,NA,2,NA,NA,NA,NA,3,NA,NA,3.81,1.27,NA,NA,NA
Polyalthia glauca (Hassk.) Muell.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dull red turn black,drupaceous carpel?,spherical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1,NA,NA
Uvaria curtisii King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,carpel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uvaria grandiflora (Lesch. ex DC.) Roxb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange,carpel,oblong cylindric obtuse,NA,NA,tomentose,NA,NA,NA,3.81,NA,NA,NA,NA,6.35,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Daemonorops angustifolia (Griff.) Mart.,"ingestion (berries, drupes or aggregate fruits)",insect,protected,"chestnut, edges silvery",NA,globose,NA,NA,scales in 8 rows,NA,flattened,black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Daemonorops grandis (Giff.) Griff. ex Mart.,"ingestion (berries, drupes or aggregate fruits)",insect,protected,yellow(scales),NA,globose,NA,NA,scales 10 rows,NA,elliptic flattened,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Trevesia burckii Boerl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,subglobose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.25,NA,NA,NA
Daemonorops kunstleri Becc.,"ingestion (berries, drupes or aggregate fruits)",insect,protected,dark green,NA,spherical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Caryota mitis Lour.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,purple,NA,globose,NA,NA,NA,NA,transversely elliptic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1,NA,NA
Ceratolobus subangulatus (Miq.) Becc.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,chestnut red,NA,spherical,NA,NA,with spathe and spadix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA,NA
Myrialepis paradoxa (Kurz) Dransfield,"ingestion (berries, drupes or aggregate fruits)",insect,protected,brown,NA,subglobose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Oncosperma horridum (Griff.) Scheff.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,black,drupe,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Canarium pilosum Benn.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,blue-black,drupe-like,oblong,fleshy,NA,NA,NA,NA,NA,2,1,NA,NA,NA,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA
Dacryodes rugosa (Blume) H.J.Lam,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ovoid,"thick, fleshy",NA,"glabrous, mesocarp membranous",NA,NA,NA,1.5,1,NA,NA,NA,2.5,1.5,NA,NA,NA,NA,NA,1,NA,NA
Chloranthus erectus (Buch.-Ham.) Verdc.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,"white, cream, rarely tinged purple/pink, dark violet purple tip",drupe,NA,NA,NA,"succulent, glossy",NA,subglobose,yellowish white,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
Elaeocarpus acmosepalus Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,fusiform,NA,NA,"drying firm, smooth and glabrous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.3,1,NA,NA
Croton caudatus Geiseler,others,insect,dehiscent,brown,capsule,globose,NA,NA,"hard, endocarp 6.35mm thick, woody",NA,NA,NA,1.905,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,12.7,NA
Molineria capitulata (Lour.) Herb,NA,NA,simple,whitish to green,NA,globose,NA,NA,fleshy,NA,NA,NA,1,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iodes cirrhosa Turcz.,NA,NA,simple,NA,drupe,obliquely ovoid,NA,NA,"exocarp thin, reddish, fleshy, rusty, rufous-tomentose",NA,NA,NA,1.2,1,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,1,NA,NA
Clerodendrum deflexum Wall.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,purple black,drupe,globose,NA,NA,"separate into 4 pyrenes, succulent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
